	TCGA-A2-A0YJ-01	TCGA-E2-A14Z-01	TCGA-AO-A0J7-01	TCGA-AO-A03M-01	TCGA-BH-A18M-01	TCGA-BH-A28Q-01	TCGA-A8-A08O-01	TCGA-C8-A130-01	TCGA-BH-A8FY-01	TCGA-AO-A125-01	TCGA-E2-A10B-01	TCGA-AN-A0XO-01	TCGA-AO-A1KT-01	TCGA-E2-A15H-01	TCGA-D8-A27W-01	TCGA-AO-A0JI-01	TCGA-BH-A0C3-01	TCGA-A8-A09Q-01	TCGA-AR-A250-01	TCGA-E9-A22G-01	TCGA-BH-A201-01	TCGA-E2-A1L6-01	TCGA-AN-A0FY-01
ZNF318	13966	1970	1661	3847	2235	4484	2794	2071	932	2797	3858	2778	2952	1451	2344	2642	2367	3366	4266	4598	3309	2803	3820
ZNF319	679	503	384	881	763	650	314	551	298	274	861	907	386	499	1350	356	577	403	948	289	1062	535	532
ZNF320	605	786	1740	4178	1687	3705	2812	1116	657	1640	2668	1594	1846	1036	2533	1740	1236	1940	577	736	1971	1950	3403
ZNF321	51	133	171	345	234	329	213	173	118	395	114	223	216	161	100	405	88	182	38	90	224	227	871
ZNF322A	1223	1930	2008	5471	2441	4528	3083	2601	1078	2127	2259	3418	2881	1704	3770	3202	1953	4599	4171	2221	3504	2545	2849
ZNF322B	50	116	26	194	85	98	74	144	25	73	114	118	130	66	155	137	84	142	218	105	185	105	88
ZNF323	335	587	177	1943	454	1378	807	407	206	432	392	1399	423	367	4739	456	358	616	1236	213	559	663	879
ZNF324B	152	353	631	938	337	716	544	513	218	307	660	423	378	267	1238	352	355	657	613	182	442	265	1067
ZNF324	197	459	917	1246	509	823	938	698	315	465	1039	756	592	371	1161	391	487	735	716	535	680	504	1969
ZNF326	999	1480	1605	1863	1411	2100	1923	1584	877	1402	2431	959	1189	1799	2252	1384	1073	1672	2111	2392	2394	1716	2539
ZNF329	480	1183	936	5022	1127	1463	2327	309	336	985	1409	1378	3787	1292	513	1541	1197	1977	2792	992	1388	1891	3246
ZNF32	1107	2603	1708	2837	1467	2698	1748	2949	2216	3256	2393	1809	2925	1562	2279	2121	1432	1834	1578	6234	1624	2506	1963
ZNF330	930	1012	1212	2243	1334	2282	1639	1008	661	943	1909	2275	1921	1144	3931	1264	1207	2031	2523	1297	2455	1781	2295
ZNF331	529	1412	1542	2457	1174	1972	1136	1528	1246	1383	1029	1169	1072	428	1970	1335	795	1874	2083	444	1849	1432	4647
ZNF333	409	704	675	466	684	1041	392	962	320	422	778	657	367	270	742	653	653	808	728	926	877	805	838
ZNF334	134	56	15	466	356	66	73	61	32	22	203	84	361	845	26	17	144	26	94	8	290	194	10035
ZNF335	1027	1326	1508	3285	1377	2537	1017	2192	1119	1654	2215	1675	1712	1722	1892	1175	1252	1385	2300	1303	1340	1631	9667
ZNF337	494	1249	1886	1082	1308	3125	1355	1155	1083	2679	2002	1626	2717	1629	2378	1497	995	965	1435	2256	1163	1491	5090
ZNF33A	3262	2889	4795	2988	3744	8114	4852	2432	2166	4849	8065	5109	2847	3334	3169	3998	2473	4619	3159	6404	3832	5466	5208
ZNF33B	685	1801	2983	1755	2488	3450	2631	1428	1433	2025	2479	2738	2961	2423	1246	2625	779	2026	2069	3922	1948	2973	3953
ZNF341	367	753	524	652	410	719	305	698	451	672	560	646	564	697	636	421	299	817	584	551	246	511	819
ZNF343	694	1321	1096	2463	787	2170	590	837	357	619	1544	1150	702	1005	1562	1299	607	850	995	1267	1219	954	1126
ZNF345	103	211	311	189	199	400	285	186	183	400	273	197	261	91	168	356	166	331	249	944	328	320	389
ZNF346	195	749	1319	1280	1363	1068	790	596	926	718	1148	1694	1159	828	1271	772	548	556	855	897	1189	941	1209
ZNF347	225	196	426	1207	615	983	883	234	228	478	421	700	309	294	158	440	416	671	188	353	718	636	1641
ZNF34	323	562	367	764	533	394	245	244	187	511	326	437	640	466	1170	373	248	666	279	533	392	195	865
ZNF350	144	899	1414	2151	1132	829	1467	621	404	775	1150	1056	1410	875	1289	483	907	818	1802	708	684	1070	3512
ZNF354A	305	949	1102	1092	869	1526	876	828	868	1358	1329	1088	1486	712	1441	923	746	1343	756	1592	1195	1293	1146
ZNF354B	68	270	395	258	441	671	310	248	374	511	394	509	433	269	356	358	251	477	342	312	559	424	501
ZNF354C	43	67	161	234	182	405	282	39	7	60	155	293	67	107	274	175	281	363	115	82	332	140	65
ZNF358	2423	2661	3584	3078	2396	3853	1403	3586	3445	4876	2823	3406	2586	1305	1811	3565	1334	3453	1925	3875	2705	2396	3533
ZNF35	430	627	391	449	466	588	466	340	227	460	801	999	638	425	680	260	460	756	780	1290	860	610	655
ZNF362	1290	1588	1298	2436	2276	3162	1598	2441	1984	2582	2435	2944	1916	1579	1510	987	1318	1357	2401	2975	2148	2199	3410
ZNF365	43	82	128	142	251	227	182	116	36	176	563	842	366	292	168	62	154	103	451	95	625	753	183
ZNF366	19	80	32	94	194	116	32	92	24	14	123	53	14	25	119	85	334	146	147	12	113	96	46
ZNF367	562	230	1193	1270	437	231	497	457	432	242	900	613	978	560	1131	641	343	688	1248	1688	647	591	2129
ZNF37A	1401	1406	1980	1324	2034	4247	2286	1193	680	1868	3406	2228	1611	1337	2280	1885	2251	2350	1816	2801	3058	2596	2062
ZNF37B	475	1029	2544	467	959	1419	709	854	1139	1688	1027	922	1198	936	627	1875	710	1016	580	1910	1020	1634	2208
ZNF382	82	137	274	206	118	275	325	73	84	210	260	142	156	89	556	254	215	153	337	457	109	259	318
ZNF383	158	248	212	293	270	462	444	214	228	338	368	245	261	130	488	288	255	438	379	1017	301	259	410
ZNF384	2178	1957	4102	4569	3247	4741	2814	3530	2060	4449	5389	4045	3406	3485	5550	2793	2723	2700	3855	14292	3130	3656	6110
ZNF385A	1059	4269	5752	5705	2966	3826	2714	1623	6552	7023	9281	5381	2679	3359	6042	1141	2661	4626	8410	543	3463	5733	1182
ZNF385B	10	23	25	359	1227	1057	15	74	6	677	1153	34	631	7	24	20	34	3432	125	35	97	3707	221
ZNF385D	1	40	5424	114	114	321	51	19	698	1279	3897	161	106	42	67	52	112	14	70	104	164	479	22
ZNF389	38	91	2	37	12	87	15	10	25	10	6	20	34	7	9	146	10	41	31	13	20	19	90
ZNF391	196	63	20	21	83	214	46	27	11	28	18	93	26	74	62	77	101	257	49	11	88	88	30
ZNF394	581	672	784	768	813	1232	1007	876	923	1999	1337	1229	1201	983	1078	833	821	1024	1086	1712	1132	1052	1109
ZNF395	4645	7062	6590	5113	4956	9374	4407	1702	3191	5405	7210	5827	3510	3966	2113	4425	3906	3050	2086	5324	4430	3922	4194
ZNF396	137	101	249	195	194	602	403	60	251	344	481	373	196	215	373	350	144	108	112	105	357	378	364
ZNF397OS	736	618	407	1056	974	2157	1220	628	851	1758	1022	1519	815	1079	1147	907	728	446	992	1248	1291	1416	2415
ZNF397	832	555	895	1321	1189	2471	1564	694	543	970	1630	1745	537	1068	1356	952	935	572	897	989	1302	1376	2321
ZNF398	1301	368	1000	4616	1443	2579	1432	1335	626	1760	2176	2021	2386	1418	2171	1536	1402	1446	2652	4310	2348	1658	1644
ZNF3	1273	1200	1767	2744	2070	4386	3022	2644	1556	3023	3184	3243	2468	1960	2883	1965	1879	2460	2730	4141	2544	2705	2303
ZNF404	20	199	276	182	98	60	193	173	99	260	181	67	244	130	115	218	81	174	336	194	211	250	212
ZNF407	865	435	770	1555	967	1891	1078	515	316	446	1687	1513	545	1431	1350	1580	739	981	1110	757	1144	1005	1952
ZNF408	408	728	531	935	885	1034	686	806	628	726	923	850	1622	1008	867	471	367	618	1198	1313	731	646	1550
ZNF410	1873	2308	4936	6229	3442	4506	2071	3931	1666	3351	3434	4366	5499	3640	6398	3728	2367	3203	3969	3667	4072	4035	3406
ZNF414	248	478	616	611	328	673	168	588	547	881	550	644	303	233	348	474	217	376	317	423	263	421	640
ZNF415	168	135	827	1336	719	1241	1025	135	556	1399	444	1271	362	339	108	626	441	164	207	656	721	1017	1554
ZNF416	126	299	644	877	295	336	337	361	172	343	695	463	573	249	440	347	342	399	684	501	552	381	748
ZNF417	247	371	874	1738	657	1161	1127	575	251	926	1081	631	506	376	1291	477	473	910	1119	435	732	1188	1431
ZNF418	97	421	677	773	445	461	864	590	147	528	695	623	601	297	462	395	77	373	744	471	552	551	1871
ZNF419	136	898	1044	1151	495	447	471	729	577	849	752	846	777	403	733	540	456	667	1162	518	663	544	1122
ZNF41	405	898	945	1038	1119	1845	1073	588	404	663	1129	1525	637	832	1550	565	660	2265	1794	715	1164	906	1178
ZNF420	383	388	887	756	621	1186	1022	359	175	355	1093	801	406	276	1401	950	578	1077	1122	2212	736	759	877
ZNF423	37	337	214	560	734	1043	273	429	91	28	1531	635	407	361	418	501	806	490	602	42	526	612	511
ZNF425	99	118	122	763	357	677	292	297	134	382	236	564	260	103	142	278	246	206	362	312	614	254	454
ZNF426	373	163	250	500	585	913	383	199	122	156	504	537	286	272	403	472	572	856	519	374	624	558	714
ZNF428	415	1717	2857	2409	1068	1358	2138	2456	2160	1343	2632	1834	1015	490	1676	1395	1040	1477	1511	1187	1138	1344	1733
ZNF429	370	274	742	570	821	1081	721	682	202	740	1056	930	449	437	388	627	429	769	907	684	690	940	317
ZNF430	347	229	872	456	506	918	569	553	105	142	807	657	259	240	758	389	434	443	510	493	862	548	365
ZNF431	389	319	807	404	470	1018	850	566	222	640	752	460	370	258	633	438	539	673	639	358	1097	737	626
ZNF432	79	242	465	879	393	775	602	269	243	533	586	405	252	240	473	289	514	598	632	258	415	619	1039
ZNF433	285	283	380	467	375	440	242	310	252	612	420	399	340	221	288	498	219	388	697	737	465	513	439
ZNF434	630	1101	1280	2085	1399	2149	1415	1486	619	1758	2353	2222	1311	1409	2066	863	1455	1273	1667	968	1069	1403	1859
ZNF436	1041	1475	2105	4794	3071	5137	3002	2918	715	1862	4055	3570	2039	1367	2895	2549	3177	2787	2613	5266	4714	2760	3395
ZNF438	694	502	315	729	657	744	449	879	338	448	636	452	703	394	504	379	600	665	612	1723	524	545	758
ZNF439	532	446	609	367	446	971	406	250	303	1037	125	618	305	168	98	116	250	145	169	1100	584	908	1018
ZNF43	956	544	3654	1466	2200	4978	2436	2293	1593	3299	5671	2540	927	1137	1130	2045	1712	2143	2001	2893	1240	3683	903
ZNF440	872	723	1464	1155	677	1656	493	872	583	835	1029	1374	753	666	766	820	682	1489	1611	1639	1185	1625	3078
ZNF441	257	441	838	466	623	737	707	404	336	1132	1071	873	269	247	627	707	683	912	774	385	841	1010	926
ZNF442	30	56	204	120	127	153	266	27	42	158	336	176	86	41	103	137	82	155	298	42	213	168	192
ZNF443	391	371	768	389	451	688	800	868	306	1133	849	545	354	548	410	291	255	578	752	1200	415	476	1147
ZNF444	423	2115	1960	2020	1432	1749	2041	3326	2730	3029	2348	1578	1775	1290	2064	1657	756	1451	2090	1243	963	1391	4351
ZNF445	1297	1830	2096	1538	1947	3533	2053	1120	936	1794	3110	2308	1911	1487	2650	2221	1692	4102	2726	2406	2168	2567	2874
ZNF446	112	582	1601	2072	655	1443	928	1342	1116	1155	1423	861	1005	530	1515	1044	514	475	788	325	532	803	1191
ZNF449	235	339	506	386	481	621	625	429	233	606	515	482	451	475	514	403	597	569	752	409	562	507	741
ZNF44	360	506	1510	740	839	1150	1492	849	483	1037	1520	929	498	489	663	752	433	620	3846	667	867	1595	1477
ZNF451	1769	1279	951	1448	1704	3171	1407	1183	1176	2547	2155	1894	1768	1274	1483	2999	1284	1797	2735	2091	2317	2471	2494
ZNF454	79	48	34	117	50	80	23	26	22	12	22	44	20	49	16	42	33	32	46	147	39	53	173
ZNF45	128	774	1011	1545	1073	1422	1280	678	331	637	1697	1203	974	422	1863	1150	1057	1332	1836	745	1543	944	1071
ZNF460	118	66	97	647	155	243	112	127	34	100	154	173	198	44	267	99	124	418	213	109	166	136	281
ZNF461	419	248	442	352	306	655	620	267	245	429	610	465	211	176	705	369	336	463	635	2215	446	454	615
ZNF462	2683	414	740	355	691	348	260	494	186	37	556	974	273	235	1519	951	566	1281	507	3973	1326	586	717
ZNF467	374	757	512	5923	805	1935	762	805	1656	1905	2201	1543	1632	1785	1334	2290	550	331	1820	95	667	953	625
ZNF468	870	734	1960	3576	1981	2297	2879	1632	319	893	2256	2317	1128	918	4267	1313	1407	1316	1177	939	1878	1588	3920
ZNF469	5093	809	1239	952	2127	2030	1352	922	362	471	1949	1435	1063	806	631	354	1939	1315	1649	459	3920	1169	2032
ZNF470	139	356	226	752	389	785	994	595	261	710	952	697	625	278	737	731	579	1152	183	630	827	533	1149
ZNF471	116	597	36	601	183	726	697	558	413	1071	926	435	155	253	86	863	402	730	137	284	517	283	1345
ZNF473	503	621	1615	1585	738	1348	1225	1151	316	442	1694	1055	833	478	1684	592	583	1172	1094	1245	927	724	3637
ZNF474	4	6	23	31	23	90	12	23	14	8	21	30	46	14	41	8	21	14	45	7	33	15	32
ZNF479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ZNF480	406	990	1827	4204	1490	2510	1998	1652	728	1415	2329	1847	804	836	3333	1315	1206	2034	3469	1580	2061	1560	2492
ZNF483	14	17	38	52	94	211	67	28	131	65	67	58	48	14	59	29	43	51	39	28	134	126	38
ZNF484	104	162	305	450	370	569	305	109	114	333	513	422	280	215	348	108	233	157	442	194	355	463	201
ZNF485	211	309	197	325	276	434	185	445	248	421	632	313	258	199	384	177	137	385	282	625	304	242	299
ZNF486	496	229	795	713	275	298	168	697	47	63	269	360	261	654	469	22	493	1522	2744	25	645	391	336
ZNF487	15	105	74	138	93	196	125	56	59	146	76	97	75	30	88	59	57	66	134	51	87	156	171
ZNF488	296	10	10	15	78	8	22	40	6	10	23	16	39	19	21	12	48	1	3	368	120	51	57
ZNF48	404	610	1241	1165	840	1408	774	845	435	536	1626	951	1213	887	1528	829	905	431	1129	353	917	439	1309
ZNF490	732	691	1288	768	1033	1610	1036	1252	402	845	1663	910	630	555	949	609	653	778	1002	1138	911	1056	1337
ZNF491	134	101	173	121	111	327	83	205	76	301	195	177	73	69	84	158	161	165	166	186	204	263	132
ZNF492	92	30	19	49	10	22	52	154	0	3	5	54	37	4	41	0	33	2	9	696	11	48	166
ZNF493	361	377	982	467	816	1519	1010	715	1091	1073	1391	776	348	356	473	1013	402	1338	1131	948	860	1793	452
ZNF496	948	633	995	1265	1191	3006	987	472	414	536	1051	1465	784	613	1841	857	786	1120	944	1490	1173	873	1495
ZNF497	89	389	595	730	278	782	457	544	459	814	685	459	419	166	295	494	107	402	261	137	246	406	642
ZNF498	819	636	676	782	1010	1646	1069	902	451	1102	1455	1233	963	828	1034	853	814	1022	1049	1397	1221	1010	1146
ZNF500	389	646	817	997	1069	1928	814	1077	692	1071	1470	1365	856	873	650	620	926	799	1059	502	714	788	1047
ZNF501	230	181	416	215	116	425	92	161	20	140	296	179	264	173	585	40	151	674	366	800	302	219	377
ZNF502	337	197	627	133	257	116	213	249	24	360	82	248	378	469	73	39	188	380	381	1229	670	195	359
ZNF503	265	344	108	184	269	1212	184	280	124	432	843	785	320	147	248	186	969	1431	623	547	470	237	390
ZNF506	893	781	1625	1173	1068	2164	902	1781	753	1155	1618	1714	909	732	1929	1176	910	1162	1628	3286	1449	2075	1312
ZNF507	2701	997	2125	2383	1481	3373	2588	1424	658	1466	2235	1570	1461	980	2726	1849	1476	2285	2602	5158	2446	1875	2635
ZNF510	495	496	1016	1278	1124	2336	1194	617	369	882	1701	1481	605	949	1317	1059	1000	837	1277	1284	1459	1289	1033
ZNF511	497	1166	915	961	672	1062	1205	1804	973	1404	897	958	973	1408	1376	878	829	1469	893	1718	680	979	1114
ZNF512B	1957	1660	3633	7607	2034	5262	2546	6078	2269	1743	3679	2776	2135	3107	3868	3455	2252	2337	3442	1107	2495	1733	2281
ZNF512	3654	1546	3218	1899	2804	4584	2085	2699	1437	2678	2806	2138	2995	1691	1130	2351	1376	1285	4375	6814	3597	3288	3385
ZNF513	624	877	906	1033	799	822	591	1405	1728	1941	790	933	855	1129	616	656	541	517	1107	1174	903	927	1111
ZNF514	1096	671	665	541	519	1645	889	713	846	1140	629	708	880	1056	967	1453	530	526	1027	1134	767	1097	780
ZNF516	997	430	84	1914	1190	3491	1394	503	1014	769	2674	2628	558	1322	3122	1653	1277	371	901	34	1779	1854	3320
ZNF517	826	1862	546	902	912	1142	632	698	631	749	591	1026	1121	818	2055	1254	464	440	254	1412	436	373	1589
ZNF518A	1338	1548	1672	1661	1794	4247	2395	3474	1014	2435	2089	1825	1131	1654	2498	2143	1571	2506	4160	3154	2508	2839	2956
ZNF518B	1324	1269	884	3949	1471	515	2108	2895	536	411	671	1340	278	1731	1007	319	671	500	766	2999	603	1484	1387
ZNF519	86	79	138	101	97	165	163	172	92	148	220	277	87	121	70	87	119	106	174	253	187	204	366
ZNF521	5558	594	453	1808	1999	1871	1657	1014	134	64	1292	934	1045	817	1143	517	2146	669	1835	5475	1522	1458	5160
ZNF524	150	460	898	991	388	776	559	830	984	745	620	716	261	387	973	507	406	820	682	292	462	412	882
ZNF525	410	977	1357	1787	1099	1610	1809	716	419	844	1751	1659	855	822	2446	1111	629	1611	1628	1060	1336	1026	4248
ZNF526	431	774	1349	1287	834	1246	1096	914	687	653	1197	1214	738	563	1840	675	838	1185	1762	671	837	643	1224
ZNF527	184	283	318	443	333	559	411	282	205	365	578	382	428	158	607	468	269	634	607	1119	445	462	460
ZNF528	58	607	1019	2321	1637	1481	1359	422	1143	2029	898	1786	1015	1036	475	538	1053	559	1634	478	925	1785	1644
ZNF529	683	847	1215	636	806	1684	1281	638	897	1682	1497	827	783	585	1209	664	618	1040	1341	3443	1056	1258	1926
ZNF530	49	190	428	382	203	135	188	276	151	192	438	266	350	159	265	156	245	223	357	277	318	241	511
ZNF532	9620	2619	1867	3160	5768	6618	4879	3641	582	2139	6451	5018	5107	4018	2635	1222	3621	2351	6693	7726	4781	4836	7537
ZNF534	13	7	19	11	8	22	7	14	10	15	17	19	23	9	15	25	7	25	27	9	13	9	24
ZNF536	0	1	1	0	0	1	2	1	0	0	3	3	13	8	1	160	6	1	4	2	0	2	2
ZNF540	87	170	161	150	230	290	267	86	530	622	297	174	209	80	140	117	125	256	158	1702	318	421	159
ZNF541	1	73	4	59	171	151	61	219	34	100	247	192	218	29	134	604	56	36	57	48	183	43	53
ZNF542	48	1375	980	2310	1591	1113	1859	2076	847	1842	1788	1916	1104	799	270	1118	1025	2242	2122	1097	1671	1829	3103
ZNF543	214	406	570	1006	525	763	547	647	183	261	672	493	406	229	958	491	359	723	685	394	568	448	910
ZNF544	829	1321	2562	7461	1918	3136	2448	2733	518	2022	2993	2917	3475	1654	565	1270	1428	3283	3726	2196	2282	3109	6481
ZNF546	75	152	248	155	175	559	312	140	159	632	354	239	290	163	347	341	271	313	424	108	322	321	105
ZNF547	43	170	344	303	137	159	283	390	178	273	287	181	167	116	133	95	107	154	382	199	218	280	583
ZNF548	283	754	1513	1992	1250	1351	956	913	490	916	1788	1385	1049	552	1315	1056	701	990	1674	630	1557	1420	2288
ZNF549	201	556	1105	1434	750	190	979	112	421	643	1187	1195	854	439	719	753	563	993	1096	773	1081	1005	2401
ZNF550	175	607	902	902	599	912	655	655	466	791	940	687	481	435	1352	446	482	1004	1057	572	857	830	1528
ZNF551	261	223	1048	1081	404	495	690	253	118	227	775	597	339	333	637	323	306	657	621	470	876	504	1299
ZNF552	214	1043	5260	11964	2545	4714	7150	1154	3049	7611	8455	5870	3892	3420	4916	18647	2513	2962	4504	508	4650	11431	3610
ZNF554	175	511	699	334	365	631	252	286	370	560	703	567	362	208	402	404	227	333	352	1103	467	419	559
ZNF555	205	216	330	307	260	454	217	155	119	162	453	336	192	126	339	159	189	344	381	386	372	348	348
ZNF556	213	29	1	2	5	5	3	2	2	2	1	9	1	0	111	6	1	1	7	25	30	66	40
ZNF557	349	459	789	534	513	1064	377	782	255	548	1024	504	371	372	501	462	554	1029	673	922	759	673	1028
ZNF558	1100	1398	1158	1087	785	2328	733	689	447	1512	1479	962	836	427	822	1260	1102	1414	1010	1975	1538	1522	1607
ZNF559	367	445	527	738	467	1197	341	570	293	960	1096	735	991	385	689	946	568	875	830	1175	890	821	2187
ZNF560	0	1	0	418	1	1	0	0	1	1	1	0	0	2	0	0	1	1	0	2262	0	1	6
ZNF561	2302	1527	2843	2382	2622	4557	1853	1983	1176	1873	3794	3127	1741	1556	2315	2531	1580	2896	2857	1995	2977	3556	3651
ZNF562	2108	1070	1936	1969	1805	3586	1543	1673	527	1174	3080	2277	1800	1051	2121	1966	1455	3575	3041	2720	2840	2125	2897
ZNF563	154	135	279	179	240	328	343	150	205	243	379	286	235	88	249	157	147	181	1144	131	337	284	333
ZNF564	553	570	1536	906	840	1312	1608	996	536	940	2061	1030	844	480	823	1022	546	669	1065	820	1076	999	1798
ZNF565	287	301	226	214	182	465	328	395	123	252	381	308	193	141	473	239	152	304	424	1023	227	219	280
ZNF566	421	450	1006	484	494	889	925	563	320	567	994	642	537	329	1048	614	462	1123	1346	3303	712	691	1903
ZNF567	762	384	521	437	420	795	655	252	225	503	688	494	279	283	682	273	378	513	877	3680	555	585	928
ZNF568	222	332	458	430	465	1093	552	248	175	431	716	542	471	193	753	731	348	817	568	969	542	604	599
ZNF569	250	402	421	626	457	979	700	290	356	552	690	612	439	214	1267	533	439	1174	900	3740	645	692	643
ZNF570	200	164	259	389	239	531	315	194	62	114	410	289	231	117	523	191	232	406	363	1178	282	241	228
ZNF571	138	346	461	379	273	478	494	320	259	422	445	375	334	222	589	297	199	441	553	868	377	348	479
ZNF572	368	245	446	202	163	397	215	723	47	140	45	29	617	226	698	53	78	387	619	303	258	201	498
ZNF573	107	36	67	52	103	229	129	37	19	78	144	91	45	45	212	97	81	252	157	87	114	94	84
ZNF574	687	1398	2396	3083	1083	1753	1572	2037	1250	1631	2304	2084	1516	1104	3104	1229	983	1832	3475	1327	1598	1174	2550
ZNF575	26	82	99	121	87	119	90	88	102	135	127	108	83	46	136	72	69	51	111	132	83	120	89
ZNF576	290	420	1050	625	437	846	690	764	429	566	895	595	715	481	1452	511	540	702	917	970	435	545	719
ZNF577	73	413	634	495	583	720	1359	582	540	948	595	678	930	434	111	603	208	538	923	423	537	705	3495
ZNF578	29	44	78	127	172	67	95	44	24	74	92	140	121	244	64	66	68	59	94	520	71	62	659
ZNF579	124	298	730	245	279	684	790	1092	711	965	679	687	325	272	673	467	175	323	449	220	369	325	867
ZNF57	248	511	673	402	286	388	185	249	178	335	542	325	250	279	299	298	234	286	360	878	397	324	372
ZNF580	132	745	1378	2941	671	1337	858	1426	2549	2616	983	1060	496	457	1230	1495	966	1829	512	309	818	975	1434
ZNF581	327	634	2420	2225	833	1316	1340	1464	1399	973	1067	1829	1227	816	2995	1568	593	1414	1137	611	764	875	2270
ZNF582	12	183	218	256	228	224	230	291	148	144	384	328	138	64	28	179	194	284	151	151	127	260	316
ZNF583	21	240	436	419	210	392	240	367	98	164	650	329	379	111	106	501	327	336	318	263	414	259	353
ZNF584	104	511	873	645	450	809	637	455	433	520	990	598	836	234	1394	519	474	722	690	437	744	536	919
ZNF585A	436	314	593	587	568	915	747	267	293	377	806	583	424	231	1123	391	504	653	856	984	553	527	754
ZNF585B	293	189	277	359	387	781	501	181	136	257	394	373	221	153	526	309	282	425	512	250	337	362	510
ZNF586	154	448	849	1242	499	1333	801	777	559	2949	1155	947	601	504	899	1079	336	1116	832	518	736	1372	1378
ZNF587	723	1801	5033	8010	2829	5011	13110	3813	2491	9562	6724	3473	2101	3469	9397	7159	5077	6096	7225	980	4256	12641	5824
ZNF589	371	1062	1546	712	876	1606	814	687	691	1043	1137	1547	892	959	923	692	683	1540	737	1411	1177	1494	1333
ZNF592	4089	3035	2221	3147	3665	7234	3488	3740	2304	2621	4138	4410	3256	2969	4554	2777	3677	3650	3241	4001	3867	3677	4305
ZNF593	440	675	866	1383	552	1242	624	910	1240	1805	704	1196	627	847	1159	307	634	912	504	2125	871	768	829
ZNF594	269	549	1689	721	720	1271	617	681	435	1334	770	420	645	493	975	1023	358	556	939	394	730	902	1024
ZNF595	201	367	408	627	526	917	518	468	461	740	662	514	588	476	610	767	633	577	559	472	1487	721	707
ZNF596	21	143	85	252	216	443	263	188	170	451	264	148	172	81	122	300	180	69	189	150	138	230	192
ZNF597	63	129	171	262	238	254	175	152	74	136	479	399	127	222	243	100	346	162	298	9	230	178	180
ZNF598	2679	2100	2324	3205	2032	3071	1299	2676	1133	1582	2888	3054	2568	3035	3176	1257	2185	2399	1828	1769	2244	1316	3426
ZNF599	314	210	395	455	297	661	517	306	232	372	412	258	288	165	570	293	196	292	420	947	328	395	527
ZNF600	182	418	315	1085	369	722	631	789	265	524	753	485	426	333	1124	545	463	619	580	452	611	393	1664
ZNF605	1139	1122	3055	890	849	2251	1717	1103	631	1846	3009	1242	1541	1782	1387	1335	1296	3267	2453	1996	1875	2157	1763
ZNF606	357	1064	1317	2733	871	1480	2098	1096	422	2026	2089	1761	1241	835	268	1334	778	1181	1594	1177	1375	1732	2521
ZNF607	715	482	841	960	551	1121	1462	696	470	846	1213	876	812	431	1260	596	537	1226	1217	4090	746	757	1654
ZNF608	520	2443	236	437	1561	1386	1024	631	125	1743	338	1833	214	298	237	105	539	509	517	560	1669	2337	240
ZNF609	2661	3126	3232	4713	5905	9586	6845	2327	1654	3260	8546	4828	3114	4174	9579	6694	4766	4010	8008	2740	5559	6444	3214
ZNF610	51	257	460	410	478	814	264	114	267	650	481	713	176	249	130	355	292	299	483	487	299	522	434
ZNF611	272	257	600	1283	864	1144	997	673	181	776	957	725	838	499	1602	763	576	700	1022	415	880	966	2438
ZNF613	93	400	533	2138	680	504	878	340	286	395	659	597	693	456	390	161	631	437	1084	382	480	582	2065
ZNF614	193	493	1146	1846	850	788	1277	559	377	456	1293	867	744	623	587	413	673	1153	1420	747	989	884	3107
ZNF615	164	567	794	2081	1078	1203	1472	559	381	700	899	991	981	503	1185	822	884	1043	1536	550	1156	977	2868
ZNF616	299	326	608	1554	695	1061	727	318	239	407	787	764	420	357	1074	463	688	880	1037	422	786	650	873
ZNF618	897	1159	1486	2925	2745	4241	2700	1327	1479	2195	3991	2998	1211	1280	2650	2708	1398	1789	2926	5052	2187	2886	704
ZNF619	144	175	260	274	367	765	357	118	67	114	629	456	258	230	445	438	216	560	414	131	444	342	284
ZNF620	51	163	168	182	169	370	243	46	105	120	275	240	420	142	314	212	110	398	326	233	279	259	458
ZNF621	1264	2350	1938	1332	2082	3875	2420	1187	1119	2358	2812	2380	2718	1507	2351	1565	2284	3543	2943	2332	2837	3505	2654
ZNF622	511	1342	3836	2977	1823	2263	1591	1509	2185	1075	3529	2910	2546	2317	3073	2099	1146	2389	1903	2259	1841	2025	2667
ZNF623	3003	1702	1810	3756	2657	3464	2068	861	449	689	1869	2987	3224	2718	6853	2255	1365	4473	1374	1526	2271	957	3516
ZNF624	171	235	338	408	311	661	302	292	115	433	532	485	479	215	470	581	323	1277	529	186	429	448	410
ZNF625	82	75	188	122	184	219	120	79	61	154	217	121	71	72	120	100	104	153	219	131	179	208	272
ZNF626	1048	500	1211	790	1001	1433	578	1372	760	1208	1362	1874	1239	782	113	1279	949	303	214	22	590	2118	751
ZNF627	1322	1323	1756	1424	1599	3196	1247	2295	577	1354	2578	2904	871	933	1428	1751	846	1654	2328	2502	2017	2220	2692
ZNF628	181	284	492	1092	224	478	263	448	374	412	508	417	172	163	414	365	136	263	294	124	260	245	457
ZNF629	1590	2217	4190	6416	4119	5134	4003	2440	1690	2263	6599	4391	4255	2299	6036	3009	2143	1762	4540	1430	5357	2710	6804
ZNF630	76	298	146	317	164	350	298	299	200	358	257	242	409	218	368	351	116	379	589	305	189	245	149
