	TCGA-BH-A18S-01	TCGA-E9-A22D-01	TCGA-D8-A27L-01	TCGA-S3-AA14-01	TCGA-E9-A1NI-01	TCGA-E2-A1IU-01	TCGA-E2-A1IF-01	TCGA-E2-A15K-01	TCGA-C8-A1HO-01	TCGA-D8-A1X9-01	TCGA-D8-A27M-01	TCGA-A2-A0CT-01	TCGA-E9-A227-01	TCGA-AR-A1AW-01	TCGA-A8-A08I-01	TCGA-AO-A0JJ-01	TCGA-BH-A0EB-01	TCGA-A8-A07O-01	TCGA-A2-A0CK-01	TCGA-E2-A15D-01	TCGA-E2-A1B5-01	TCGA-EW-A1P5-01	TCGA-A8-A06P-01	TCGA-BH-A0HQ-01	TCGA-A8-A079-01	TCGA-A2-A25E-01	TCGA-A7-A5ZX-01	TCGA-A2-A0ES-01	TCGA-C8-A1HM-01	TCGA-E2-A10C-01	TCGA-A8-A09N-01	TCGA-AN-A049-01	TCGA-AR-A2LN-01	TCGA-E2-A1B6-01	TCGA-C8-A134-01	TCGA-D8-A1XR-01	TCGA-A2-A25C-01	TCGA-BH-A18K-01	TCGA-D8-A1JL-01	TCGA-BH-A0DL-01	TCGA-E2-A155-01	TCGA-AO-A0JF-01	TCGA-A8-A07Z-01	TCGA-C8-A26V-01	TCGA-D8-A73U-01	TCGA-D8-A27F-01
SHH	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	11	0	0	1	3	1	0	1	0	15	2	0	0	0	2	0	1
SHISA2	492	233	11385	502	1609	89	318	726	995	382	488	7121	197	61	907	561	1197	46	3606	14182	105	1680	9251	2186	164	303	3531	557	1169	118	205	167	4604	48	196	4739	958	2935	669	233	1403	1879	204	2124	200	113
SHISA3	1	2	41	0	0	2	17	6	5	2	24	2	21	12	4	31	0	4	28	14	54	1	9	0	0	8	4	32	1	0	0	5	46	16	0	4	8	4	45	0	93	17	16	1	11	48
SHISA4	934	378	887	272	1319	573	1294	1191	238	562	731	896	759	455	1067	794	1181	187	1031	726	182	906	877	1000	1420	878	954	681	297	311	272	889	513	567	3050	389	862	1355	1242	93	577	623	967	2305	720	303
SHISA5	9470	25336	13146	10555	11708	6883	11114	10209	19897	19382	9496	5765	13024	9399	21086	9891	14214	8007	10380	11241	8879	17248	12872	8855	17782	9358	8040	8596	8962	9187	9797	8491	4552	22432	11947	9207	24589	13018	32914	12779	6521	7959	18763	11600	8972	3977
SHISA6	4	6	61	41	18	6	6	9	1	48	26	5	11	7	2	14	37	1	5	36	2	6	55	42	14	16	8	40	0	1	8	16	36	21	1	4	28	46	27	1	4	17	0	11	9	11
SHISA7	2	0	6	4	2	0	3	5	3	7	1	2	2	8	76	2	3	3	0	1	0	4	7	1	11	1	4	4	3	2	5	1	7	14	12	3	9	5	1	5	1	1	2	3	11	3
SHISA9	260	7	1191	62	146	47	18	34	987	1987	125	1205	5	145	1209	8	1386	94	13	919	21	287	1700	488	2303	33	211	418	1208	1127	1098	68	237	12	317	4	10	59	1	7	57	499	2	185	15	1
SHKBP1	1674	3828	2904	1448	2305	1428	3003	4112	1353	3317	4198	1773	2921	2782	6753	2538	2900	1889	2933	1935	1855	2409	2224	2449	3910	2454	2104	1931	2206	2214	1831	4533	1418	6094	5457	2137	4176	2001	3764	2671	3391	2185	3376	3253	3131	1328
SHMT1	1422	2086	2648	1690	1904	1871	2279	3309	996	1621	1741	919	1336	1554	5182	3421	1790	1156	1391	2290	1088	1451	1591	2011	2646	2770	1145	1787	1502	677	1229	1787	1221	2814	1913	2657	3113	2474	2612	1329	1506	1121	2084	1848	686	1868
SHMT2	2592	5971	4872	2647	4036	3111	4360	4396	4280	5667	4668	3469	3852	3657	8147	3220	5661	9665	3269	2812	4085	3350	4539	3739	8061	6166	2776	2341	5036	2140	9301	3906	1615	9235	10225	4503	5710	5019	5514	5099	4346	3101	5360	7932	2641	11984
SHOC2	4803	3783	6554	1920	2915	4375	2180	3177	5327	4463	3343	4040	3160	6385	5527	7102	5557	3509	2397	5360	3979	2774	5064	2594	4261	6772	3909	3983	1629	2062	3843	4233	2895	3084	4110	5436	9323	5022	5712	3395	6830	7713	2847	5855	2976	3186
SHOX2	35	144	549	226	205	41	484	132	301	258	188	93	250	154	243	283	171	508	205	216	190	103	274	148	150	281	226	117	66	86	104	158	338	339	100	228	324	496	426	195	81	336	46	149	184	384
SHOX	0	0	5	0	0	0	3	0	0	0	0	0	2	2	0	0	2	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	3	0
SHPK	524	1940	3149	1479	1493	1538	774	1112	1179	1270	802	686	1063	1114	1750	674	1649	886	1102	1718	451	443	2336	1549	1426	1253	862	909	369	409	831	1292	1067	586	1098	1983	3039	935	1083	823	1581	1251	658	764	914	1738
SHPRH	626	658	1919	889	572	1153	178	595	902	1817	1204	539	862	1727	3842	1008	857	1549	324	1058	222	742	681	895	1066	854	644	1374	884	203	639	574	1116	319	1870	2366	3435	569	1727	789	1875	1290	277	1688	747	2120
SHQ1	2269	1909	1963	914	1391	1803	1455	2027	1736	1946	870	952	2668	1478	2282	1626	2317	2358	1026	1701	1673	1520	1336	1400	1241	1031	1258	1479	997	737	1371	762	1058	2412	1724	3403	3237	1858	1428	1011	1031	1514	750	3000	1046	1265
SHROOM1	1918	1045	1133	233	259	2401	34532	3834	432	175	306	398	123	603	1073	7789	2542	247	3886	425	911	732	249	11688	940	679	4066	2307	1955	3702	401	1114	13753	217	1056	6987	2094	9222	278	721	189	1409	455	911	1256	491
SHROOM2	951	1022	1935	1022	1091	715	650	94	8929	1253	1591	1276	822	1185	3868	1188	1133	389	829	838	376	3530	2086	983	2002	4091	737	1164	2718	1335	1577	2181	542	174	936	243	867	1604	1888	1305	2836	1006	1386	2493	768	1656
SHROOM3	12003	15847	16069	7699	4585	12710	5054	8311	16009	5170	10900	4578	7060	6525	9784	9859	9508	3759	5735	9895	4227	8260	13190	9487	20394	3908	10056	16506	13406	3540	19480	4553	11125	5702	15648	11232	12587	8296	6606	1884	15454	7002	7307	11871	2728	4744
SHROOM4	749	397	1140	469	343	648	531	634	459	1044	1622	311	1321	475	307	1347	1164	456	395	1253	719	217	1034	557	306	667	367	1286	146	200	284	571	1197	722	679	766	1261	966	1296	237	601	2512	651	453	524	930
SIAE	7526	1197	3565	2180	1373	2433	2153	1686	913	683	1451	1288	9389	1370	2552	3249	4240	1418	1183	3973	946	2542	3190	2759	1883	1137	2162	3484	910	2236	4482	1081	1531	2458	1384	4646	1752	3935	3049	2128	2330	3343	2710	9898	989	2085
SIAH1	3036	7243	1608	872	646	928	2346	843	2697	3127	2031	4667	1082	1047	2846	1229	2101	2833	1233	1185	2180	1526	1202	834	964	2873	1777	1588	1407	1179	853	586	903	3038	2403	1791	2679	1492	2371	2115	1197	1392	891	3818	1056	3612
SIAH2	3456	26488	8344	2491	12336	24461	4259	6376	5632	4949	2223	3062	13720	5902	7398	5360	7799	3224	4634	7501	2564	4338	13375	3385	15210	5915	2984	5564	6289	4094	7988	18964	3028	5183	5656	22757	12317	6476	5289	2765	7193	4416	5280	5631	3221	5685
SIAH3	1	3	3	7	0	10	0	8	1	1	11	3	1	9	2	8	14	1	18	2	18	2	5	12	0	1	3	2	0	6	1	2	0	23	1	1	8	4	17	3	1	3	1	1	13	0
SIDT1	3414	1757	7478	2227	874	3953	918	2823	4585	3303	446	2452	1584	1483	3775	2476	4496	132	936	2819	2928	3475	2007	901	3975	3759	2314	2067	1749	1075	3944	5935	2215	2017	199	1785	4607	2126	297	1372	5892	3035	1142	2897	2082	45
SIDT2	3593	5429	4911	3632	1067	3058	4073	2226	4656	4584	3064	2404	6874	2914	7603	3812	4817	1783	2410	4022	2922	2608	7250	4165	1716	1997	3971	3612	1590	3051	3382	1519	2458	5781	5020	13446	7758	4948	4172	2454	1938	3484	1980	6224	4055	3306
SIGIRR	2596	4854	2372	1706	2319	1936	2347	3310	2241	2753	1838	3418	3880	827	1817	2528	1708	1663	3961	3171	4129	3272	3834	1560	6944	934	2115	1138	1249	1845	5383	2863	1017	4376	829	3024	1505	2096	869	1385	7024	1939	4484	2763	2278	597
SIGLEC10	345	1500	589	215	161	335	142	346	122	341	1081	228	646	1790	5491	750	1100	1962	225	224	696	664	291	162	335	279	286	901	790	418	194	310	314	2015	1184	382	557	257	1242	2477	149	344	379	241	1269	1405
SIGLEC11	8	23	12	13	2	0	9	15	7	7	120	6	11	311	29	45	5	11	5	10	6	73	9	13	16	4	10	19	20	5	8	6	47	267	28	26	14	245	78	50	5	9	11	44	45	11
SIGLEC12	2	20	33	4	3	16	18	6	25	4	3	14	26	6	579	2	67	5	13	0	2	189	1	36	8	6	5	3	58	0	55	51	8	42	620	24	8	8	386	668	1	26	18	186	4	113
SIGLEC14	163	616	77	65	88	45	34	82	160	223	168	50	255	750	624	245	274	279	50	81	87	745	37	29	181	81	52	93	304	127	19	181	92	866	284	75	2	110	342	525	48	151	72	104	362	103
SIGLEC15	910	235	169	181	33	11	12	39	8	84	9	99	76	85	218	19	52	65	13	75	95	111	28	74	12	22	161	41	5	92	3	17	105	2	26	19	22	25	49	12	1	916	57	1094	70	31
SIGLEC16	5	8	16	10	3	4	11	7	9	8	75	6	11	40	34	28	5	11	10	11	17	43	9	5	12	10	6	16	14	5	6	13	29	167	37	43	6	8	23	21	5	2	3	44	29	5
SIGLEC1	452	4491	1092	264	906	278	214	560	1080	3655	2698	427	606	3878	7030	1117	1454	800	356	321	504	3940	564	135	1171	759	87	1666	1808	569	352	1871	416	4551	1714	556	2080	775	4032	3062	333	656	1145	1746	4836	694
SIGLEC5	93	164	107	38	48	105	7	134	65	300	355	60	97	395	378	215	142	200	72	64	100	380	50	100	137	63	47	63	99	59	25	135	82	316	317	91	253	44	339	204	22	126	169	208	245	209
SIGLEC6	2	49	231	26	12	42	0	29	7	17	67	36	32	113	51	84	40	2	2	1	18	10	98	100	7	10	30	13	1	6	57	8	93	55	14	11	23	7	8	11	61	73	13	2	28	12
SIGLEC7	96	326	155	30	74	69	51	85	89	241	192	45	166	301	711	124	207	143	71	49	138	150	174	57	195	111	46	61	162	81	52	117	70	293	256	105	109	105	356	294	30	122	109	124	322	83
SIGLEC8	314	919	300	148	95	178	25	55	225	128	340	281	200	718	211	555	543	5	188	93	207	414	93	150	64	136	148	355	246	161	175	69	191	243	179	55	430	69	252	99	139	192	104	38	1848	8
SIGLEC9	137	310	199	52	94	85	69	124	62	364	317	45	208	250	782	214	314	252	67	57	77	212	260	107	251	76	68	94	153	85	64	170	88	188	290	130	161	124	420	423	42	194	105	197	398	153
SIGLECP3	18	93	254	23	15	22	16	21	23	17	24	65	26	17	42	77	48	2	20	15	63	18	47	163	7	16	141	51	10	38	48	8	99	22	6	15	26	29	12	35	106	78	15	8	67	15
SIGMAR1	4140	1305	3339	2541	2500	2511	3941	3380	5088	5798	2688	3864	5036	1805	8198	3579	3197	9505	3174	2228	2918	3402	3533	2900	2987	6976	1738	3120	2430	3402	1761	1965	1393	15389	8986	4894	5531	3371	5761	3889	4884	2098	3839	3195	1943	5913
SIK1	2058	2518	4066	2864	1846	4556	1806	565	3670	4138	3396	14578	1110	5613	1702	1700	1055	2203	4135	5310	1554	1625	3954	906	1734	5693	2660	10479	1480	719	1181	1938	12810	2369	2320	2535	2180	1675	3880	5531	3674	971	1177	1108	1724	4550
SIK2	993	1595	3088	1391	441	1267	1148	631	1442	1879	2624	981	1931	1156	2176	2229	1391	2480	1363	2522	1261	735	2430	1242	974	894	1191	2184	919	821	1992	535	1947	1683	3308	6010	2474	1309	3875	1699	938	2083	581	2341	1374	6391
SIK3	8268	3457	4450	2124	1082	3519	2626	2309	3681	2486	3316	1722	5455	2102	6845	6453	5673	3763	2752	2424	2270	3606	4704	2770	1795	1940	3276	3788	1632	689	1874	1545	3815	4490	4819	6297	3979	1684	3406	1756	4864	3262	2154	7971	2260	4797
SIKE1	2115	2368	3429	1215	869	1381	1546	1804	3814	3888	4787	2143	2295	2489	2525	2138	2481	5286	1455	2093	1884	2064	1671	1323	1715	2151	1788	2185	2407	1239	1499	1432	1329	3320	7638	3874	4774	1962	6906	5053	2863	2234	708	4231	1019	3892
SIL1	4475	6027	3016	2737	2513	2800	3429	2348	2238	3699	1515	2947	5545	1757	3087	3909	7488	1214	2577	2297	3050	8540	2581	2723	3900	2474	2709	1976	1130	2514	3323	4532	1317	3192	1371	3866	2913	4584	3603	2757	1009	3308	4003	7686	2647	1574
SILV	289	39	231	110	270	218	196	316	55	163	53	90	173	34	1026	152	149	52	204	92	324	124	179	102	475	198	123	157	92	235	73	137	147	116	77	103	298	207	30	49	135	67	473	358	66	142
SIM1	1	2	46	3	14	2	7	4	24	60	538	0	13	42	25	24	15	199	1	28	12	2	24	118	0	2	0	1	15	10	53	9	8	0	118	14	4	20	304	5	31	11	1	18	25	411
SIM2	24	72	263	47	69	89	89	53	57	1163	363	675	106	1507	95	53	88	1263	125	272	67	28	6186	1373	905	106	131	107	786	429	244	41	194	252	1416	100	125	784	1039	659	37	116	53	168	76	154
SIN3A	8586	8416	9755	4013	5000	6632	2515	5848	7700	11488	5675	2816	5841	5738	11983	7020	6969	4978	5602	9814	4737	7215	8131	4574	9284	7869	4397	6817	5386	2324	5838	6392	4562	8544	10169	8463	17623	3790	6599	5333	12810	6002	5258	9742	3388	7639
SIN3B	1780	2150	4303	1954	1470	1866	2443	2118	2375	5036	2622	1902	2139	4692	2467	2702	1941	1649	3298	2280	1302	2695	3978	2715	3121	1837	3330	3187	1194	2430	1288	2495	2987	4269	7320	3336	4137	2319	3463	2769	2518	1699	3341	4626	3098	5560
SIP1	478	1076	581	298	347	279	399	702	426	831	254	469	435	589	1146	421	410	444	520	327	255	363	385	235	795	774	458	289	448	366	198	338	184	934	665	687	943	569	1596	768	472	385	225	919	256	437
SIPA1L1	2482	6524	5034	1852	1987	3109	1943	3059	3688	7877	5723	1169	3253	2602	6481	2956	2615	1193	1998	2483	2283	4367	3826	2169	3819	1381	1738	3912	1684	2319	1898	2216	1665	3223	4010	3653	6903	3526	7510	4202	2757	1884	2243	4187	2374	4464
SIPA1L2	3269	1420	3984	1039	1524	2280	3160	1852	3499	5144	1604	1765	3119	1034	10296	1908	1760	2253	1235	5647	2204	2635	2428	1264	2592	2366	1203	1760	1187	1265	554	1709	1623	2511	3100	8317	10743	4536	8344	7514	4201	1628	919	6958	2982	4359
SIPA1L3	10040	4981	6064	4864	2647	6390	2321	6024	8184	13834	6626	3386	3483	4806	21374	5830	4051	1936	4183	4629	1680	3164	4340	6046	5576	6149	2986	4906	2905	3596	5958	3325	2648	4899	8098	14596	6072	3040	5074	3115	12072	3952	6821	6024	3546	15335
SIPA1	1326	3530	2048	1016	1148	1230	3451	2204	1127	1928	3561	1660	2220	3184	2400	2874	2260	2978	2605	1604	3577	2197	1841	1317	1322	1237	2343	1501	985	2360	1248	1204	1245	8014	3119	2006	1439	1868	2949	2513	2921	1704	2304	1657	3194	1602
SIRPA	1322	4054	4242	1533	1358	1739	2713	2223	1383	4622	15766	1071	3107	4617	13628	3886	4804	9698	2221	1768	2390	3252	3191	2641	2251	1853	2457	4615	2605	1093	953	2489	2538	10283	5774	2167	3063	2646	13813	6899	882	2979	1383	1900	4552	5531
SIRPB1	118	682	195	65	51	92	36	162	89	323	1445	42	148	410	2232	315	502	461	235	120	148	233	262	150	177	65	106	210	250	35	67	150	179	396	342	111	331	73	926	386	45	240	135	94	1067	356
SIRPB2	149	620	342	82	103	83	75	124	22	299	502	30	275	943	1278	330	272	285	129	120	189	208	211	106	230	145	86	147	92	108	63	164	121	34	89	122	151	133	463	516	76	230	79	108	584	361
SIRPD	1	7	1	0	0	0	1	0	3	3	6	1	0	2	21	0	3	2	1	2	2	1	1	1	1	0	0	2	1	2	3	0	1	6	3	0	1	0	3	7	1	2	2	0	6	3
SIRPG	10	1659	155	18	20	22	65	179	28	166	344	6	200	1140	943	210	173	55	73	40	1071	68	28	5	30	48	14	70	551	189	47	55	48	3118	253	15	118	36	422	244	16	47	47	79	370	14
SIRT1	2812	2326	2625	1191	1067	1983	980	1762	3970	3474	1488	2270	2359	2456	3286	2304	2238	2469	2044	2893	1966	1331	1718	1412	1471	1937	1444	2795	3926	739	1688	1269	1955	2350	2855	5181	5292	1669	3235	1728	3330	2415	1326	1633	1435	5702
SIRT2	2659	3599	2354	1578	2110	1981	2749	2199	2907	4497	2457	2319	2912	2739	6273	2102	2656	1788	2908	1803	1925	2244	2755	2560	2861	2527	2625	2146	1808	2048	1706	2051	1706	4038	6295	3428	2782	2213	5999	2346	2359	2193	2222	5915	2218	1589
SIRT3	3504	2750	2699	1934	3094	3151	2980	2392	2769	2091	1507	4776	2644	885	1714	1704	2690	1177	2601	3157	2314	2523	2975	1769	2376	648	3160	1750	1522	1983	2025	1567	1402	5161	3161	2532	2925	2549	1628	1170	2311	1783	2051	3506	1545	1009
SIRT4	60	81	65	53	57	19	63	68	47	78	17	47	84	53	26	34	56	58	52	72	76	37	39	56	30	72	68	40	30	49	47	33	37	94	158	119	191	98	89	57	31	55	66	149	42	63
SIRT5	1261	2056	1344	454	887	1038	727	1109	2289	1534	1307	1529	1239	946	812	539	1016	1034	856	1040	748	1010	817	748	860	1053	913	910	940	1520	570	1131	570	2553	1490	1550	2443	1064	4070	995	1769	623	761	2145	557	2538
SIRT6	717	974	734	559	481	557	1314	816	727	734	487	642	649	633	559	650	550	426	952	538	624	867	657	614	962	500	946	527	478	920	406	688	382	2193	1605	670	810	902	387	515	670	497	545	1202	706	750
SIRT7	1064	1141	874	582	925	777	1197	1046	812	1689	1369	827	973	776	1094	866	940	1291	1276	892	1022	982	1003	726	1766	756	987	489	741	1337	423	1104	535	2706	2475	1042	922	909	1455	1282	1048	502	886	1179	736	2276
SIT1	11	1097	221	34	17	84	93	312	27	147	485	11	243	819	655	322	148	90	137	110	1439	54	61	13	61	39	26	59	406	168	57	55	51	2928	209	10	119	22	340	242	27	162	76	79	682	28
SIVA1	2046	4729	2227	1683	2380	2024	3534	4040	1271	2209	1466	2248	1600	1056	4305	2933	1157	1938	3390	1549	1489	1862	2267	1429	4823	775	2773	1560	1384	4188	1397	2024	1284	4605	3458	2115	2895	2633	2554	2781	1257	1789	2463	2951	2300	3800
SIX1	23	78	2746	2062	270	587	1961	4687	5549	2911	333	5462	101	1683	7606	159	1372	386	3448	488	108	1897	276	1631	50	109	377	965	40	3286	4985	599	949	1342	904	127	90	994	680	680	3024	428	22	208	414	365
SIX2	80	327	76	67	24	34	315	810	74	144	17	53	103	702	79	1312	238	1919	290	193	453	13	103	527	280	184	272	45	464	87	21	15	406	1588	5893	433	1177	243	597	13	84	291	519	40	47	111
SIX3	0	1	34	20	3	2	8	3	5	2	105	1	2	11	1	10	37	35	6	4	17	14	9	17	4	1	30	4	60	4	4	1	51	2495	3752	1	202	1	1978	18	0	44	1	81	8	15
SIX4	1160	717	1913	336	821	411	868	1838	5427	3158	1888	1913	418	890	3038	600	1538	1721	1500	1650	832	1437	731	713	1971	1895	1178	675	1867	2693	2076	787	1107	1366	1491	1074	1550	895	1707	270	1953	820	97	2058	352	1906
SIX5	1844	1660	1838	1419	1228	1665	2713	2211	542	1125	789	603	1280	1069	4761	1885	1132	1206	3229	2123	1023	1521	1470	2431	1610	932	3283	1368	773	1467	1408	1393	1312	2338	3127	3400	1560	1761	942	984	1039	1551	2305	1881	1751	1768
SIX6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0
SKA1	63	1030	224	126	336	126	228	419	1733	416	589	272	259	398	2619	245	195	1728	164	125	136	388	95	78	1089	2305	38	69	468	313	339	321	7	952	6862	312	656	266	662	786	987	94	277	1022	25	1641
SKA2	2791	4020	1914	1212	2190	1008	1593	2347	5134	11793	1587	1478	2591	2856	2839	2797	2205	1835	1876	905	3915	2051	1319	1361	3360	3362	1240	1258	7217	2216	1069	2148	587	7058	5933	4641	6126	2276	3354	2993	5276	1718	1332	4141	955	2287
SKA3	266	672	426	252	506	164	400	643	483	621	710	329	393	424	792	141	233	1758	267	236	244	274	148	331	677	836	65	151	842	517	450	386	35	2518	2173	903	674	908	907	1054	495	215	257	434	51	2356
SKAP1	12150	2099	836	57	706	930	980	514	213	136	336	428	2829	899	1373	1658	971	306	1231	1451	1795	969	92	759	753	259	462	546	701	712	302	1106	401	3126	965	812	1305	824	596	372	29	794	35	1835	803	20
SKAP2	608	1975	3781	743	738	1449	1087	664	2146	2193	3372	872	1596	2941	4084	2357	2707	817	981	1163	1607	747	1664	1053	802	1913	1439	2778	773	504	551	1520	1600	2333	2058	1371	2216	1167	5039	2492	4054	2540	258	2352	1654	731
SKIL	1828	1713	4058	1346	877	1213	1020	1265	1792	3816	4168	1941	1267	2445	4312	1853	2695	4123	625	1785	743	1608	2502	1156	1787	2552	684	2677	1542	448	2656	3794	1875	1897	2072	8946	6695	2164	5826	3603	2981	2958	683	4643	1711	5532
SKINTL	2	0	0	12	0	2	3	7	0	3	3	0	11	0	17	2	0	0	0	4	3	0	2	1	1	0	6	2	0	1	0	2	4	0	0	3	0	0	0	1	3	1	1	0	1	0
SKIV2L2	5740	4601	6629	2336	2943	4661	2121	2804	5500	7318	5394	4348	4436	3938	6299	4327	5534	4076	2668	5005	3151	5695	4361	3650	3955	3784	3446	4491	4847	1689	4579	3239	2533	3643	8266	8449	9680	5531	3681	4590	4392	4848	2805	8665	2358	4067
SKIV2L	3449	3507	4023	2226	1799	2552	2624	2935	3478	5851	3347	4278	2891	2850	5062	1565	3700	2380	2420	3029	1584	1891	3427	3461	2097	2509	2858	2128	2762	4137	4152	3884	2168	4041	6194	4503	6393	2853	4089	2395	2366	2193	1931	3188	2687	6125
SKI	3606	4846	7680	4778	2636	3247	4837	3889	4799	5518	7050	1789	5363	4544	5736	5822	4943	13580	5620	7016	4202	3309	5856	4170	2991	4492	6364	5348	1836	2830	4940	2623	4476	6387	9205	5807	5017	4641	12957	10979	5582	6202	2755	5624	5808	2011
SKP1	24902	19531	21567	9592	18126	23102	10271	12646	26971	27377	8876	22406	23537	10755	19398	18560	19337	8448	16581	14527	24577	42891	13079	12461	15669	22475	18589	18381	10095	8647	26331	19352	9590	12844	16954	19794	29249	18416	19666	13039	17357	15826	23856	37413	8995	10392
SKP2	277	364	643	224	380	280	148	344	424	407	688	218	278	491	1543	228	281	3066	141	332	184	307	233	226	738	756	174	334	422	201	447	231	192	744	1315	519	774	576	3384	833	1373	312	212	706	166	2684
SLA2	27	2168	148	36	35	65	55	238	56	147	451	19	242	1199	950	242	198	95	113	102	858	113	49	15	53	84	26	104	799	253	90	57	81	1908	357	24	151	42	705	228	38	141	69	151	918	35
SLAIN1	429	255	130	40	4	40	41	54	37	41	243	186	63	354	255	169	57	27	85	169	378	16	18	27	125	55	121	584	95	40	15	27	76	704	76	17	53	54	219	77	7	53	10	8	137	434
SLAIN2	7026	6021	5742	1879	2124	4112	2450	4536	6399	6916	5574	4961	4411	3899	5399	4520	5638	5547	2600	4755	3344	2851	3700	2661	3395	7175	2845	4731	2996	2614	4040	2166	2453	5510	7405	4084	4591	3548	8375	5817	4830	4906	1371	5939	1628	7615
SLAMF1	13	634	164	39	13	62	47	186	46	119	399	1	170	1384	724	253	93	66	54	76	947	45	25	18	25	71	9	72	255	100	34	57	55	1297	189	19	119	16	388	354	24	72	20	55	409	25
SLAMF6	73	2915	337	49	32	175	100	568	153	267	967	29	1049	4078	1925	745	295	115	191	191	1661	85	117	37	114	198	37	516	998	422	110	212	158	5141	585	41	396	43	949	619	58	249	56	113	1162	66
SLAMF7	197	9278	1519	309	72	698	223	1027	748	924	4233	295	1050	13384	16355	2362	1706	600	470	534	2482	486	566	270	499	399	278	291	3757	693	541	236	572	5284	2722	370	1335	180	2425	4424	357	490	211	328	6873	556
SLAMF8	314	7354	1787	184	542	371	504	1258	477	2843	5078	175	2135	6385	14722	951	1502	3011	422	734	1708	1164	972	455	1504	324	186	813	2684	1141	504	931	248	3997	4332	637	713	883	4533	5836	244	639	407	1409	4048	2980
SLAMF9	220	8	11	2	8	9	8	33	6	18	31	9	33	1	8	3	13	52	4	55	14	3	6	15	41	0	28	5	19	25	0	11	23	33	4	25	26	14	1	16	4	31	12	32	15	82
SLA	626	6460	1524	413	417	753	412	1007	404	1683	2209	336	2937	7438	4636	1641	2031	794	761	584	3076	920	1032	368	1086	492	801	2306	1798	856	369	1309	783	5313	1753	632	1245	509	3474	2371	320	1387	320	824	2973	955
SLBP	3151	5288	3164	1768	2775	2717	2751	3920	4301	4513	6995	4248	3811	2705	5433	3053	2328	4889	2627	3054	3235	1976	2844	1551	4629	5836	2104	1948	3441	2833	4738	2377	1193	5368	14318	2737	2454	2894	5760	6299	4767	2072	2095	5149	1188	4222
SLC10A1	0	0	0	0	1	0	0	2	2	1	4	0	0	0	0	0	2	1	1	0	0	0	0	1	2	0	1	2	0	0	0	0	3	0	0	3	0	1	2	0	0	0	1	1	2	0
SLC10A2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	1475	2233	1543	1029	909	914	1877	1410	1080	2535	1972	1084	1607	900	2528	1585	1707	1870	2058	1581	1501	1608	1648	1914	1210	1057	1494	1526	1303	1424	1217	1079	1021	3025	4419	1464	1828	2220	2137	4608	1497	1243	1687	5612	1471	3906
SLC10A4	3	10	7	4	11	5	6	11	6	5	43	19	3	5	3	4	1	85	7	12	8	0	2	4	6	4	10	1	8	16	3	8	0	24	37	4	35	6	31	3	4	8	2	2	2	37
SLC10A5	23	0	29	13	11	13	14	4	31	49	58	9	13	22	13	11	3	41	8	27	18	13	16	10	74	47	20	14	16	17	33	9	10	130	19	15	5	10	17	18	27	6	6	29	2	13
SLC10A6	86	3	43	8	4	15	5	2	11	20	40	8	14	27	5	36	5	34	7	485	17	2	10	6	5	16	17	80	3	1	5	37	49	8	20	21	40	9	34	494	9	28	2	19	14	87
SLC10A7	1144	508	760	416	404	529	495	497	689	968	933	1915	675	843	1048	749	873	834	305	428	465	443	683	352	845	1176	458	673	354	239	903	737	394	550	534	709	693	648	1000	824	854	682	177	1211	278	369
SLC11A1	228	309	228	133	221	120	249	205	143	756	536	95	314	47	276	265	276	669	193	84	103	357	380	225	999	82	122	171	242	115	98	515	154	497	108	162	254	390	567	1224	95	218	133	486	402	747
SLC11A2	5087	4855	6618	3160	3905	3810	2591	3782	4663	8535	5079	6365	3934	3125	9265	2815	6410	31886	3668	4873	2355	3013	5227	3252	3331	6226	4035	5368	4472	3707	6731	2013	2360	3805	5818	10908	7955	3859	3977	8954	7586	4015	3524	9213	2378	13005
SLC12A1	55	1	10	7	3	0	4	0	8	1	223	0	7	14	22	4	3	2	5	57	165	2	1	3	5	20	139	5	2	349	33	9	38	54	15	3	1	3	300	3	29	330	1	18	7	72
SLC12A2	3318	46657	21287	5989	3210	8385	3803	14797	2487	59203	3032	46993	4791	2742	15305	20532	15429	2249	2077	72412	2709	23047	2262	9378	2832	4654	4319	8847	1455	6211	4225	8471	5554	4063	1429	7796	40867	7879	7661	2671	6073	6802	6943	13396	4767	10497
SLC12A3	1	66	21	3	0	4	2	14	3	5	27	3	21	177	11	26	30	2	6	7	42	9	0	6	1	13	8	17	14	10	2	8	5	295	29	22	14	2	31	17	2	6	6	5	21	13
